unit,cycle,op1,op2,op3,s2,s3,s4,s7,s8
5,63,0.003,0.0003,100.0,642.18,1585.76,1392.17,554.81,2388.01
5,64,1e-04,-0.0002,100.0,642.4,1586.2,1396.45,554.12,2387.98
5,65,0.0006,-1e-04,100.0,641.96,1578.21,1389.19,554.64,2388.02
5,66,0.005,0.0004,100.0,642.16,1582.39,1402.35,554.21,2387.98
5,67,0.0005,-0.0004,100.0,641.67,1582.01,1396.82,555.49,2388.02
5,68,-0.0018,1e-04,100.0,642.0,1579.94,1395.59,554.06,2388.05
5,69,-0.0017,-0.0002,100.0,641.9,1589.43,1390.32,554.63,2388.04
5,70,0.0009,-0.0004,100.0,641.86,1583.3,1389.87,554.51,2387.97
5,71,0.0011,0.0004,100.0,642.35,1581.52,1401.7,554.13,2388.01
5,72,0.0036,-0.0003,100.0,641.76,1580.74,1399.84,554.47,2388.04
5,73,-0.0012,-0.0002,100.0,642.28,1586.66,1396.49,554.24,2388.01
5,74,-0.005,-0.0002,100.0,642.05,1576.18,1403.57,553.43,2388.01
5,75,0.0011,-0.0004,100.0,642.34,1576.87,1395.05,554.16,2388.03
5,76,0.0014,0.0005,100.0,642.29,1585.43,1402.8,554.33,2388.05
5,77,-0.0016,-1e-04,100.0,642.99,1582.03,1400.14,554.69,2388.02
5,78,0.0011,-0.0005,100.0,642.15,1593.61,1407.48,554.27,2387.97
5,79,-0.0004,-1e-04,100.0,642.16,1583.08,1401.35,554.27,2388.02
5,80,-0.0032,0.0003,100.0,642.18,1582.73,1396.24,554.33,2388.01
5,81,0.0009,-0.0005,100.0,642.38,1592.17,1400.48,554.47,2388.02
5,82,-1e-04,-1e-04,100.0,642.5,1584.27,1400.08,555.48,2387.98
5,83,0.0018,-0.0003,100.0,642.19,1588.18,1395.2,554.3,2388.04
5,84,-0.0018,1e-04,100.0,642.59,1587.38,1396.86,554.86,2388.02
5,85,0.0015,-0.0003,100.0,642.42,1582.86,1403.16,554.41,2388.0
5,86,0.0017,-0.0002,100.0,642.21,1585.24,1402.72,554.86,2388.01
5,87,-1e-04,-0.0005,100.0,642.39,1588.63,1399.65,554.98,2387.99
5,88,0.0014,-0.0005,100.0,642.38,1588.61,1400.56,554.18,2388.02
5,89,-0.0028,0.0003,100.0,642.54,1580.0,1399.09,554.3,2387.93
5,90,0.0025,1e-04,100.0,641.75,1587.26,1398.29,554.88,2387.98
5,91,-0.0052,-1e-04,100.0,642.4,1584.88,1397.86,554.37,2388.0
5,92,-0.0015,-0.0002,100.0,641.96,1584.87,1397.48,554.48,2387.99
5,93,-0.0028,1e-04,100.0,642.14,1586.11,1407.84,554.78,2387.97
5,94,0.0021,-0.0003,100.0,642.44,1589.66,1402.46,554.69,2388.04
5,95,0.0002,1e-04,100.0,642.27,1580.93,1394.89,554.31,2387.97
5,96,0.0004,-1e-04,100.0,642.62,1580.17,1403.38,554.06,2388.03
5,97,-0.0029,0.0004,100.0,641.94,1580.56,1403.69,554.62,2388.02
5,98,0.0028,-0.0002,100.0,641.62,1581.93,1395.22,554.37,2388.02
5,99,-0.0012,-0.0002,100.0,642.17,1591.08,1391.43,554.22,2387.95
5,100,-0.0027,-0.0003,100.0,641.92,1585.75,1397.44,553.54,2387.94
5,101,0.0004,-0.0002,100.0,642.7,1579.62,1397.41,553.76,2387.99
5,102,0.0027,-0.0002,100.0,642.63,1579.47,1393.14,554.64,2388.02
5,103,0.0027,-0.0003,100.0,641.39,1585.05,1397.75,553.78,2388.03
5,104,-1e-04,-0.0002,100.0,642.13,1588.35,1405.5,553.94,2388.04
5,105,0.0034,-1e-04,100.0,642.52,1582.74,1399.72,554.3,2387.97
5,106,0.0022,-0.0,100.0,642.42,1585.81,1399.66,554.65,2387.97
5,107,-0.0009,0.0002,100.0,642.12,1580.22,1403.27,554.18,2388.01
5,108,-0.0004,0.0002,100.0,642.61,1592.57,1406.74,554.05,2388.01
5,109,0.0012,0.0002,100.0,642.03,1581.03,1391.38,554.31,2388.03
5,110,0.003,-0.0005,100.0,641.57,1580.4,1400.61,554.33,2388.01
5,111,0.0008,-1e-04,100.0,642.12,1588.25,1399.03,553.91,2387.97
5,112,0.0035,0.0,100.0,642.18,1578.36,1398.63,553.6,2387.98
5,113,-0.0047,-0.0005,100.0,642.47,1581.8,1397.04,554.59,2387.99
5,114,0.0023,-0.0004,100.0,642.12,1586.53,1399.95,554.2,2387.98
5,115,-0.0003,0.0,100.0,642.77,1582.08,1402.61,555.09,2388.02
5,116,0.0029,-0.0003,100.0,641.54,1578.3,1397.36,554.95,2388.01
5,117,0.0002,1e-04,100.0,642.57,1585.3,1406.58,554.4,2388.05
5,118,-0.0023,0.0004,100.0,642.04,1589.99,1394.96,554.57,2388.0
5,119,0.0028,-0.0002,100.0,642.25,1585.03,1391.47,554.5,2388.04
5,120,0.0003,-0.0002,100.0,641.96,1587.16,1405.61,554.14,2388.0
5,121,0.0007,-0.0004,100.0,642.57,1584.87,1402.45,554.38,2388.05
5,122,0.0015,0.0003,100.0,641.78,1580.36,1396.67,554.41,2387.98
5,123,0.0015,-0.0004,100.0,641.65,1588.78,1401.27,554.09,2387.99
5,124,0.0045,0.0003,100.0,642.63,1589.31,1397.74,554.24,2387.99
5,125,-0.0017,1e-04,100.0,641.73,1578.0,1406.98,554.33,2388.01
5,126,-0.0009,-1e-04,100.0,641.86,1582.79,1410.79,553.99,2388.02
5,127,-0.0006,-0.0,100.0,642.43,1583.6,1408.51,554.6,2388.01
5,128,-0.005,0.0002,100.0,642.35,1589.76,1404.39,553.89,2388.05
5,129,0.0023,-0.0003,100.0,642.68,1588.84,1397.11,554.65,2387.97
5,130,0.0021,1e-04,100.0,643.07,1586.07,1408.21,553.76,2388.04
5,131,1e-04,-0.0002,100.0,642.21,1586.16,1397.93,554.12,2387.99
5,132,0.0021,-0.0002,100.0,642.43,1591.74,1399.12,554.63,2388.02
5,133,-0.0037,-0.0003,100.0,642.28,1589.63,1404.86,553.91,2387.97
5,134,-0.0029,-0.0003,100.0,641.32,1585.83,1399.74,554.34,2388.01
5,135,0.0007,1e-04,100.0,641.98,1587.28,1402.53,554.09,2388.04
5,136,-0.0021,-0.0002,100.0,641.52,1578.2,1402.29,554.81,2388.0
5,137,-0.0024,-0.0002,100.0,642.24,1584.09,1401.1,554.89,2388.07
5,138,-0.0025,0.0003,100.0,641.67,1583.46,1399.78,554.45,2388.04
5,139,-0.0009,0.0003,100.0,642.33,1584.72,1401.56,555.09,2388.0
5,140,0.003,0.0,100.0,642.83,1585.38,1401.41,553.73,2388.0
5,141,0.0013,0.0004,100.0,641.74,1588.78,1399.09,554.44,2388.01
5,142,-0.0006,0.0004,100.0,642.36,1585.52,1402.08,554.61,2388.0
5,143,0.0004,-0.0003,100.0,642.4,1587.63,1397.69,554.91,2387.94
5,144,0.0006,1e-04,100.0,642.35,1580.32,1398.33,554.21,2388.04
5,145,0.0015,-0.0003,100.0,642.31,1592.74,1402.0,554.58,2388.02
5,146,0.0009,1e-04,100.0,642.77,1593.16,1407.3,553.9,2388.04
5,147,0.0022,-0.0004,100.0,642.01,1591.29,1400.0,553.86,2388.0
5,148,-0.002,-1e-04,100.0,642.24,1583.74,1397.13,554.64,2388.01
5,149,-0.0008,-0.0002,100.0,642.53,1585.65,1401.78,553.95,2388.01
5,150,0.0004,1e-04,100.0,641.86,1583.1,1410.38,553.81,2388.01
5,151,0.001,-0.0,100.0,642.03,1588.2,1406.3,554.4,2388.03
5,152,0.0002,-0.0003,100.0,641.87,1583.85,1395.92,553.55,2388.05
5,153,0.0019,0.0002,100.0,642.62,1589.26,1406.59,554.39,2387.99
5,154,-0.0019,-1e-04,100.0,642.24,1581.11,1394.88,554.47,2387.99
5,155,0.0005,-0.0002,100.0,642.32,1584.17,1399.99,554.56,2388.01
5,156,-0.0012,-0.0003,100.0,642.24,1590.06,1401.26,553.05,2388.05
5,157,0.0006,1e-04,100.0,642.13,1589.32,1404.11,554.02,2388.02
5,158,-1e-04,-0.0005,100.0,641.88,1592.3,1400.2,553.82,2388.06
5,159,-0.0007,-1e-04,100.0,642.42,1585.25,1410.83,553.99,2387.99
5,160,0.0022,0.0004,100.0,642.28,1589.77,1407.02,553.84,2388.02
5,161,0.0019,-0.0005,100.0,642.04,1587.84,1408.28,553.85,2387.97
5,162,-0.0017,0.0004,100.0,642.07,1586.84,1401.45,554.61,2388.05
5,163,-0.001,0.0004,100.0,642.63,1594.42,1403.54,553.72,2388.03
5,164,-0.0019,-1e-04,100.0,642.56,1591.76,1397.82,554.5,2388.05
5,165,0.0007,0.0003,100.0,642.53,1592.1,1405.58,553.89,2388.1
5,166,-0.0021,-0.0004,100.0,642.7,1587.64,1398.78,554.41,2388.05
5,167,-0.0004,0.0003,100.0,642.54,1585.36,1398.88,554.44,2388.02
5,168,-0.0004,-0.0004,100.0,642.22,1584.33,1406.51,553.71,2388.04
5,169,-0.003,1e-04,100.0,642.61,1584.53,1404.83,553.94,2388.01
5,170,0.0009,-0.0004,100.0,642.8,1590.51,1406.09,553.83,2388.06
5,171,-0.0032,0.0003,100.0,642.41,1585.41,1405.3,553.62,2387.99
5,172,0.0019,1e-04,100.0,642.05,1581.11,1409.15,554.47,2388.03
5,173,0.0055,0.0,100.0,642.61,1578.99,1399.72,554.43,2388.02
5,174,0.001,0.0,100.0,642.28,1585.0,1405.4,553.46,2388.04
5,175,-0.0002,0.0004,100.0,642.07,1591.64,1407.55,553.65,2388.06
5,176,-0.0029,-0.0,100.0,642.25,1587.02,1406.02,553.7,2388.05
5,177,-0.0043,-0.0002,100.0,642.32,1593.2,1404.8,554.05,2388.04
5,178,-0.0022,-0.0004,100.0,642.19,1584.35,1400.44,553.8,2388.05
5,179,0.001,0.0002,100.0,642.66,1585.57,1404.91,553.92,2388.03
5,180,-0.0023,0.0003,100.0,642.93,1589.16,1401.28,554.39,2387.99
5,181,0.0012,-0.0,100.0,642.13,1585.09,1406.41,553.92,2388.05
5,182,-0.0015,1e-04,100.0,641.97,1587.0,1410.72,553.43,2388.04
5,183,0.0004,-0.0003,100.0,642.35,1587.85,1414.51,554.04,2388.03
5,184,0.0018,-0.0005,100.0,642.56,1590.2,1405.85,553.53,2388.11
5,185,-0.0014,-0.0004,100.0,642.49,1589.31,1409.3,553.25,2387.98
5,186,0.0002,-0.0004,100.0,641.84,1589.4,1403.46,554.15,2388.08
5,187,-0.0003,0.0004,100.0,642.99,1586.12,1401.97,553.8,2388.09
5,188,0.0004,-0.0004,100.0,642.91,1587.14,1406.65,553.35,2388.06
5,189,0.0005,-0.0004,100.0,643.18,1582.91,1411.05,553.77,2387.99
5,190,-0.0063,-0.0005,100.0,641.95,1592.58,1405.86,552.91,2388.09
5,191,-0.0042,0.0002,100.0,642.4,1580.79,1401.97,553.1,2388.06
5,192,-0.0008,0.0004,100.0,643.06,1589.78,1408.25,553.33,2388.04
5,193,-0.0003,1e-04,100.0,642.55,1589.42,1414.49,552.88,2388.09
5,194,0.0003,0.0004,100.0,642.47,1592.41,1405.27,553.82,2387.99
5,195,-0.0005,-0.0,100.0,642.4,1590.34,1421.88,553.55,2388.08
5,196,0.0025,0.0,100.0,642.36,1596.19,1412.29,553.47,2388.05
5,197,0.0021,-0.0003,100.0,642.43,1590.01,1403.3,553.4,2388.04
5,198,0.0039,-0.0004,100.0,642.75,1591.13,1409.6,553.37,2388.07
5,199,1e-04,-0.0005,100.0,642.77,1595.73,1399.32,553.35,2388.07
5,200,0.0028,0.0,100.0,642.45,1585.8,1404.94,553.35,2388.0
5,201,-0.0025,0.0003,100.0,642.26,1589.08,1407.48,553.72,2388.05
5,202,-0.0019,-0.0,100.0,642.63,1592.03,1418.05,553.57,2388.07
5,203,0.0015,0.0004,100.0,643.22,1589.02,1406.81,552.99,2388.06
5,204,-0.0005,-0.0,100.0,642.67,1595.31,1414.63,553.85,2388.08
5,205,-0.001,-0.0005,100.0,642.58,1584.22,1402.8,553.92,2388.1
5,206,0.0012,-0.0004,100.0,642.6,1589.26,1412.15,553.33,2388.07
5,207,0.0008,-0.0003,100.0,642.59,1585.09,1418.64,553.19,2388.05
5,208,-0.0006,-1e-04,100.0,643.29,1598.96,1410.31,553.17,2388.09
5,209,-0.0002,1e-04,100.0,642.75,1588.4,1407.83,552.95,2388.02
5,210,0.0015,0.0004,100.0,643.25,1601.16,1414.9,553.48,2388.01
5,211,0.0004,-1e-04,100.0,642.81,1593.96,1410.44,553.41,2388.05
5,212,-0.0026,-1e-04,100.0,643.46,1588.53,1407.63,553.14,2388.04
5,213,-0.0027,1e-04,100.0,642.61,1592.49,1411.76,553.11,2388.01
5,214,-0.0007,-0.0,100.0,642.41,1590.22,1415.59,553.06,2388.04
5,215,0.003,-0.0,100.0,643.25,1598.9,1414.35,552.63,2388.01
5,216,0.0014,-0.0004,100.0,642.33,1597.02,1419.51,553.25,2388.04
5,217,-0.001,0.0004,100.0,642.69,1590.44,1411.58,553.41,2388.09
5,218,-0.0014,1e-04,100.0,643.14,1593.78,1412.19,553.2,2388.04
5,219,-0.0027,-0.0002,100.0,642.85,1591.7,1410.72,552.88,2388.11
5,220,-0.0011,-0.0,100.0,642.63,1591.54,1412.16,553.48,2388.13
5,221,0.0034,1e-04,100.0,642.84,1599.89,1411.56,553.3,2388.04
5,222,-0.0009,0.0003,100.0,642.6,1593.52,1413.57,553.17,2388.09
5,223,0.0015,-0.0003,100.0,642.33,1598.78,1414.61,553.29,2388.06
5,224,0.0017,0.0005,100.0,642.94,1594.2,1409.75,553.0,2388.03
5,225,0.0009,-0.0004,100.0,642.92,1592.04,1420.41,553.01,2388.08
5,226,-0.0031,-1e-04,100.0,642.71,1595.56,1410.58,553.43,2388.07
5,227,0.0013,-1e-04,100.0,642.72,1597.53,1409.96,552.61,2388.09
5,228,0.0011,-1e-04,100.0,642.73,1595.91,1416.9,553.26,2388.14
5,229,-0.0018,-0.0004,100.0,643.36,1599.17,1410.49,552.54,2388.07
5,230,-0.0011,0.0003,100.0,643.4,1595.61,1422.13,552.73,2388.15
5,231,0.0022,0.0003,100.0,642.73,1585.5,1418.89,552.79,2388.1
5,232,-0.0011,-1e-04,100.0,642.72,1599.3,1412.06,552.8,2388.1
5,233,0.0002,-0.0004,100.0,643.7,1596.32,1410.89,553.12,2388.15
5,234,0.0019,0.0002,100.0,642.34,1603.24,1414.62,552.73,2388.14
5,235,-0.0026,-0.0002,100.0,643.17,1597.63,1414.36,552.8,2388.11
5,236,0.0016,-0.0002,100.0,643.25,1593.6,1413.45,553.3,2388.09
5,237,0.0003,-0.0002,100.0,643.68,1589.94,1416.89,553.0,2388.06
5,238,0.0011,-0.0004,100.0,643.14,1595.09,1420.25,553.35,2388.08
5,239,-0.0038,0.0002,100.0,643.05,1601.15,1418.73,553.54,2388.16
5,240,0.001,1e-04,100.0,643.41,1587.88,1420.74,552.8,2388.06
5,241,0.0007,0.0,100.0,642.99,1592.89,1428.4,552.57,2388.1
5,242,0.0021,-0.0005,100.0,643.07,1603.83,1416.36,552.37,2388.13
5,243,0.0029,1e-04,100.0,643.25,1599.63,1418.14,552.95,2388.12
5,244,0.0002,-1e-04,100.0,642.95,1591.37,1422.41,553.16,2388.11
5,245,0.001,1e-04,100.0,643.13,1599.31,1421.8,552.46,2388.13
5,246,-0.0003,-1e-04,100.0,643.49,1600.21,1422.59,552.52,2388.15
5,247,0.0005,0.0,100.0,643.4,1601.11,1416.75,551.86,2388.12
5,248,1e-04,1e-04,100.0,643.45,1594.09,1422.62,552.66,2388.07
5,249,-0.0041,0.0002,100.0,643.56,1597.93,1423.94,551.98,2388.16
5,250,0.0004,0.0004,100.0,643.14,1596.58,1425.52,552.79,2388.14
5,251,-0.0031,0.0002,100.0,643.59,1599.58,1423.26,551.47,2388.13
5,252,-0.0013,-1e-04,100.0,643.71,1598.85,1419.15,551.81,2388.12
5,253,0.0032,-0.0004,100.0,643.59,1602.52,1423.22,551.61,2388.11
5,254,0.0043,-0.0005,100.0,643.3,1591.58,1424.36,551.48,2388.11
5,255,-0.0015,-0.0003,100.0,643.46,1594.11,1428.03,551.73,2388.18
5,256,0.0007,0.0005,100.0,643.66,1602.29,1431.89,551.4,2388.12
5,257,0.0011,0.0004,100.0,643.22,1604.25,1424.27,552.21,2388.05
5,258,0.0007,-0.0002,100.0,643.44,1596.35,1427.69,552.5,2388.16
5,259,-0.0018,-0.0003,100.0,643.78,1608.65,1420.14,551.42,2388.21
5,260,0.0046,-0.0004,100.0,643.25,1607.39,1425.28,552.24,2388.17
5,261,0.0014,0.0005,100.0,643.27,1600.6,1421.13,552.07,2388.16
5,262,-0.001,1e-04,100.0,643.56,1601.82,1424.81,552.49,2388.16
5,263,-0.0013,-0.0003,100.0,643.95,1608.2,1421.15,551.57,2388.14
5,264,0.004,-0.0005,100.0,643.77,1606.55,1425.39,551.7,2388.17
5,265,0.0028,-0.0003,100.0,643.8,1605.53,1424.57,551.37,2388.16
5,266,0.0,-0.0002,100.0,643.38,1609.33,1434.4,552.35,2388.2
5,267,0.0018,1e-04,100.0,643.73,1609.41,1430.25,551.55,2388.1
5,268,0.0033,-0.0002,100.0,644.02,1608.65,1434.59,552.22,2388.15
5,269,0.0022,0.0003,100.0,643.46,1597.28,1430.74,550.77,2388.18
6,1,-0.0019,0.0003,100.0,642.73,1584.4,1412.34,552.99,2388.12
6,2,0.0021,-0.0004,100.0,642.07,1590.38,1401.1,553.02,2388.09
6,3,-0.0031,1e-04,100.0,642.57,1588.18,1405.86,552.76,2388.13
6,4,0.0006,0.0,100.0,641.97,1589.4,1401.21,553.1,2388.1
6,5,0.0029,-0.0005,100.0,642.62,1595.13,1409.67,553.27,2388.15
6,6,0.0038,0.0002,100.0,642.33,1589.59,1408.46,553.91,2388.15
6,7,-0.0003,0.0005,100.0,642.44,1586.65,1403.63,553.28,2388.11
6,8,0.0004,-0.0003,100.0,642.33,1586.78,1404.99,553.89,2388.16
6,9,0.0012,-0.0004,100.0,643.36,1585.15,1407.48,553.54,2388.15
6,10,0.0,-0.0003,100.0,642.81,1587.89,1414.99,553.28,2388.15
6,11,0.0039,-0.0005,100.0,642.5,1586.81,1401.78,552.84,2388.19
6,12,-0.0033,-0.0,100.0,642.28,1594.5,1404.65,552.36,2388.13
6,13,0.002,0.0002,100.0,642.37,1589.99,1409.91,553.67,2388.12
6,14,-0.0035,0.0003,100.0,642.91,1592.99,1406.48,553.98,2388.15
6,15,-0.001,-0.0004,100.0,642.55,1584.5,1410.62,553.84,2388.11
6,16,0.0003,0.0002,100.0,643.02,1589.35,1411.03,553.15,2388.1
6,17,0.0015,-0.0005,100.0,643.11,1588.67,1411.59,552.85,2388.08
6,18,0.003,0.0005,100.0,642.68,1587.04,1410.2,552.43,2388.1
6,19,0.0031,-0.0,100.0,642.19,1588.21,1408.93,552.77,2388.13
6,20,0.0002,-0.0004,100.0,642.63,1590.31,1405.84,553.16,2388.12
6,21,0.0014,0.0005,100.0,642.41,1587.62,1411.2,553.52,2388.08
6,22,1e-04,0.0004,100.0,642.75,1586.8,1412.36,553.78,2388.14
6,23,-0.0035,0.0,100.0,642.65,1592.61,1405.78,552.93,2388.19
6,24,0.0013,-0.0002,100.0,642.64,1587.84,1408.88,552.66,2388.1
6,25,-0.0025,-0.0005,100.0,642.6,1588.2,1404.17,553.01,2388.12
6,26,0.0023,0.0003,100.0,643.19,1591.45,1409.38,553.53,2388.13
6,27,-0.002,0.0002,100.0,642.91,1587.33,1408.41,553.68,2388.13
6,28,0.0024,0.0003,100.0,642.68,1590.93,1407.17,553.42,2388.13
6,29,0.0036,-0.0003,100.0,642.02,1587.92,1411.63,552.83,2388.18
6,30,-0.0012,-1e-04,100.0,642.1,1583.0,1409.32,553.29,2388.1
6,31,-0.0013,-0.0002,100.0,642.36,1591.59,1402.06,553.17,2388.11
6,32,-0.0002,-0.0005,100.0,643.03,1588.4,1407.94,553.34,2388.13
6,33,0.0027,-0.0003,100.0,642.59,1590.24,1400.61,553.47,2388.14
6,34,-0.001,0.0005,100.0,642.41,1593.18,1412.46,553.22,2388.14
6,35,-0.0021,0.0002,100.0,642.81,1581.62,1406.36,553.45,2388.15
6,36,-0.0032,0.0003,100.0,642.88,1587.89,1410.89,553.71,2388.14
6,37,-0.001,0.0002,100.0,642.47,1591.16,1409.57,553.08,2388.13
6,38,0.0013,-1e-04,100.0,642.47,1586.16,1407.91,553.28,2388.1
6,39,-0.0035,-0.0003,100.0,642.68,1588.69,1410.96,553.47,2388.13
6,40,0.0016,-0.0,100.0,642.67,1584.77,1414.82,553.58,2388.11
6,41,0.0032,1e-04,100.0,643.18,1586.37,1409.15,552.81,2388.18
6,42,-0.001,0.0003,100.0,641.82,1583.49,1409.75,553.23,2388.1
6,43,0.004,0.0004,100.0,642.98,1587.55,1403.0,552.65,2388.16
6,44,0.0022,0.0005,100.0,642.42,1594.67,1406.01,553.21,2388.15
6,45,-0.0008,0.0,100.0,642.41,1588.48,1409.32,553.61,2388.15
6,46,-1e-04,0.0004,100.0,642.94,1587.34,1403.16,553.37,2388.12
6,47,-0.0002,-0.0,100.0,642.06,1587.53,1405.63,552.47,2388.16
6,48,0.0027,0.0004,100.0,642.64,1586.67,1405.29,552.99,2388.11
6,49,-0.0005,0.0002,100.0,642.85,1592.36,1412.66,553.58,2388.1
6,50,-0.0027,1e-04,100.0,642.55,1591.46,1401.18,553.22,2388.15
6,51,0.0023,-0.0004,100.0,643.18,1587.6,1411.46,553.58,2388.09
6,52,-0.0011,-1e-04,100.0,642.81,1591.54,1407.97,553.58,2388.11
6,53,-0.0025,1e-04,100.0,642.72,1587.56,1411.47,553.47,2388.12
6,54,-0.0023,-0.0004,100.0,643.0,1594.48,1408.17,553.57,2388.12
6,55,0.001,-1e-04,100.0,642.62,1593.8,1410.73,553.6,2388.12
6,56,-0.0037,0.0004,100.0,642.53,1589.29,1411.17,553.4,2388.16
6,57,0.0032,-1e-04,100.0,642.4,1592.85,1409.82,553.45,2388.13
6,58,-0.0052,-0.0004,100.0,642.83,1585.97,1414.39,553.0,2388.16
6,59,0.0014,0.0005,100.0,642.99,1588.01,1410.16,552.76,2388.11
6,60,-0.0026,-0.0002,100.0,642.75,1590.14,1406.9,552.75,2388.15
6,61,0.0,0.0002,100.0,643.24,1595.27,1413.96,553.3,2388.12
6,62,-0.0007,-1e-04,100.0,642.59,1593.19,1404.16,553.03,2388.1
6,63,0.0015,-0.0005,100.0,642.55,1597.51,1412.65,553.6,2388.13
6,64,0.0006,-0.0004,100.0,643.19,1589.76,1407.19,553.58,2388.12
6,65,-0.0017,-0.0004,100.0,642.56,1591.75,1411.47,553.4,2388.12
6,66,0.0038,0.0003,100.0,642.7,1594.43,1408.8,553.41,2388.2
6,67,-0.0005,0.0005,100.0,642.87,1588.19,1412.54,553.11,2388.15
6,68,0.002,-0.0002,100.0,642.66,1587.59,1413.13,553.19,2388.16
6,69,-0.0037,1e-04,100.0,642.48,1592.19,1406.96,553.28,2388.17
6,70,0.0022,-0.0003,100.0,643.06,1599.27,1409.21,553.1,2388.18
6,71,-0.0019,-0.0002,100.0,642.89,1594.41,1412.36,553.41,2388.15
6,72,0.0002,0.0003,100.0,642.92,1586.94,1415.8,553.13,2388.14
6,73,-0.0005,0.0003,100.0,643.07,1590.53,1410.2,552.74,2388.15
6,74,0.0021,0.0004,100.0,642.53,1588.12,1409.58,552.94,2388.1
6,75,-0.0003,-0.0002,100.0,642.69,1583.72,1410.5,552.67,2388.23
6,76,-0.0002,0.0003,100.0,642.28,1592.11,1412.11,552.24,2388.14
6,77,-0.0025,0.0003,100.0,643.32,1587.84,1416.71,553.91,2388.13
6,78,-0.0009,1e-04,100.0,643.26,1586.98,1411.31,553.99,2388.13
6,79,-0.0004,0.0004,100.0,643.12,1593.19,1414.85,553.54,2388.12
6,80,0.0012,0.0002,100.0,642.86,1593.18,1409.06,552.67,2388.11
6,81,-0.0007,-0.0002,100.0,642.38,1595.09,1411.1,553.81,2388.12
6,82,0.0019,-0.0002,100.0,642.48,1588.5,1410.57,552.88,2388.16
6,83,0.0003,-0.0002,100.0,642.74,1593.02,1415.45,552.77,2388.11
6,84,-0.0003,0.0002,100.0,643.14,1584.71,1409.65,553.22,2388.13
6,85,0.0004,-1e-04,100.0,642.75,1600.84,1405.68,552.61,2388.17
6,86,0.0003,0.0003,100.0,642.72,1595.44,1416.17,552.66,2388.12
6,87,-0.0052,-0.0004,100.0,642.6,1588.86,1409.65,553.3,2388.15
6,88,-0.0008,-1e-04,100.0,642.92,1590.45,1404.54,553.89,2388.18
6,89,-0.0006,0.0003,100.0,643.03,1596.52,1417.55,552.79,2388.18
6,90,0.0021,-0.0003,100.0,642.61,1593.37,1413.78,553.14,2388.18
6,91,-0.0007,-1e-04,100.0,643.24,1585.21,1406.95,552.88,2388.12
6,92,-0.003,-0.0004,100.0,642.8,1591.9,1407.76,552.35,2388.16
6,93,0.0017,-0.0004,100.0,642.76,1597.36,1414.44,553.4,2388.13
6,94,-0.0004,-0.0002,100.0,642.65,1587.86,1409.07,553.14,2388.2
6,95,0.001,1e-04,100.0,643.05,1594.11,1412.55,553.76,2388.14
6,96,0.0018,-0.0004,100.0,642.87,1593.96,1415.55,552.97,2388.16
6,97,-0.001,0.0005,100.0,642.89,1590.23,1408.62,552.68,2388.13
6,98,0.0039,0.0003,100.0,642.82,1597.14,1416.6,553.32,2388.18
6,99,-0.0021,-0.0005,100.0,643.16,1597.69,1412.9,552.68,2388.18
6,100,0.0016,-0.0005,100.0,642.73,1592.11,1406.43,552.83,2388.13
6,101,0.0017,0.0005,100.0,642.49,1594.92,1419.53,553.13,2388.19
6,102,-0.0,0.0005,100.0,642.84,1596.24,1412.98,552.57,2388.18
6,103,-0.0026,1e-04,100.0,642.46,1588.07,1414.95,553.43,2388.15
6,104,0.0013,-0.0004,100.0,642.87,1590.41,1415.34,553.22,2388.21
6,105,0.0035,0.0003,100.0,641.96,1587.32,1411.0,552.88,2388.19
6,106,0.0029,-1e-04,100.0,643.18,1592.66,1405.57,553.47,2388.15
6,107,-0.0004,-0.0004,100.0,642.85,1590.97,1409.77,553.18,2388.15
6,108,0.0007,0.0004,100.0,643.17,1589.04,1410.71,552.89,2388.17
6,109,-0.0022,1e-04,100.0,642.92,1590.02,1411.74,552.94,2388.13
6,110,0.001,0.0,100.0,642.61,1587.91,1409.73,553.39,2388.17
6,111,0.0033,0.0002,100.0,642.8,1593.61,1415.82,553.26,2388.17
6,112,-0.0023,0.0005,100.0,642.52,1599.51,1415.13,552.97,2388.17
6,113,-0.0032,-0.0002,100.0,643.26,1596.12,1415.38,552.35,2388.14
6,114,-0.0011,0.0005,100.0,643.31,1590.48,1411.76,552.62,2388.2
6,115,-0.0013,-0.0005,100.0,643.01,1598.31,1408.65,552.68,2388.14
6,116,0.0034,0.0,100.0,642.85,1594.33,1413.04,553.41,2388.13
6,117,-0.0006,-0.0004,100.0,643.36,1593.99,1411.06,553.51,2388.19
6,118,-0.004,-0.0,100.0,642.68,1593.66,1420.65,552.54,2388.18
6,119,-0.0006,0.0003,100.0,643.15,1598.18,1417.57,553.83,2388.18
6,120,-0.0023,-0.0005,100.0,642.88,1591.39,1411.38,553.03,2388.18
6,121,0.0037,-0.0,100.0,642.64,1588.74,1411.89,552.17,2388.16
6,122,0.0009,0.0005,100.0,642.8,1600.48,1415.47,553.1,2388.18
6,123,-0.0005,-0.0003,100.0,642.93,1591.88,1411.83,552.6,2388.18
6,124,0.0008,0.0004,100.0,642.77,1587.78,1412.33,552.94,2388.19
6,125,0.0038,-0.0005,100.0,643.0,1595.44,1410.66,552.75,2388.21
6,126,-0.0003,0.0004,100.0,643.38,1601.09,1413.47,552.44,2388.28
6,127,-0.0011,-1e-04,100.0,643.4,1589.95,1413.29,552.63,2388.14
